receipt_id,receipt_date,receipt_time,store_id,product_id,quantity,unit_price,total_price,payment_type,cashier_id,custom_id
279,2019-04-15,03:24:55,1,78,1,10.18,10.18,Credit Card,10,8362
279,2019-04-18,04:35:37,4,15,3,10.52,31.56,Cash,3,8362
280,2019-04-23,13:08:54,4,16,1,10.79,10.79,Credit Card,3,0
281,2019-04-13,21:37:24,5,17,1,13.02,13.02,Credit Card,9,0
282,2019-04-11,21:13:22,2,38,3,3.8,11.4,Mobile Payment,9,0
283,2019-04-26,09:34:28,2,8,1,5.23,5.23,Cash,4,0
284,2019-04-14,08:48:30,1,41,1,4.17,4.17,Cash,3,0
284,2019-04-13,16:52:28,5,68,5,2.78,13.9,Cash,7,0
285,2019-04-07,11:31:52,3,80,1,13.64,13.64,Credit Card,7,8259
285,2019-04-29,07:35:24,3,61,4,7.9,31.6,Credit Card,7,8259
286,2019-04-22,21:53:37,5,30,4,5.37,21.48,Credit Card,7,0
287,2019-04-17,19:13:57,5,61,4,2.23,8.92,Mobile Payment,2,0
288,2019-04-24,13:17:15,3,56,4,9.66,38.64,Cash,2,0
288,2019-04-14,10:13:26,5,43,5,14.99,74.95,Mobile Payment,9,0
289,2019-04-19,22:29:10,5,87,4,9.59,38.36,Cash,4,0
289,2019-04-24,08:04:36,1,71,4,13.37,53.48,Credit Card,3,0
289,2019-04-15,23:28:13,4,11,5,14.91,74.55,Mobile Payment,8,0
290,2019-04-24,01:08:17,5,22,5,9.04,45.2,Credit Card,7,0
291,2019-04-06,04:12:16,2,87,1,7.88,7.88,Credit Card,6,8057
292,2019-04-22,19:36:13,1,2,5,12.34,61.7,Cash,6,0
293,2019-04-16,18:01:03,1,51,4,3.92,15.68,Cash,8,8401
293,2019-04-03,10:22:10,4,25,3,12.0,36.0,Cash,9,8401
294,2019-04-01,12:24:20,2,95,4,4.7,18.8,Cash,4,0
294,2019-04-20,04:16:07,4,94,5,5.27,26.35,Cash,7,0
295,2019-04-25,06:20:02,2,86,3,9.09,27.27,Credit Card,6,8377
296,2019-04-16,11:50:51,5,52,3,14.06,42.18,Cash,6,0
296,2019-04-17,16:00:40,5,93,5,5.35,26.75,Cash,6,0
297,2019-04-08,11:07:09,1,21,5,14.64,73.2,Cash,9,8344
297,2019-04-11,19:51:16,3,77,1,2.2,2.2,Credit Card,4,8344
298,2019-04-04,15:14:13,4,25,1,14.12,14.12,Mobile Payment,2,0
298,2019-04-10,20:37:59,3,40,4,14.87,59.48,Mobile Payment,3,0
299,2019-04-23,20:23:25,2,75,2,8.51,17.02,Cash,5,0
299,2019-04-16,07:48:58,1,9,3,10.78,32.34,Credit Card,8,0
300,2019-04-07,14:48:19,4,76,4,10.19,40.76,Mobile Payment,2,0
301,2019-04-04,11:53:38,1,37,5,9.96,49.8,Cash,5,0
301,2019-04-12,13:00:26,2,40,2,9.25,18.5,Mobile Payment,8,0
302,2019-04-10,06:27:45,2,71,1,4.14,4.14,Cash,6,0
302,2019-04-19,16:26:08,5,41,4,4.34,17.36,Credit Card,7,0
303,2019-04-16,06:18:51,2,74,1,5.07,5.07,Credit Card,5,0
304,2019-04-11,12:59:58,4,94,4,12.63,50.52,Mobile Payment,4,0
305,2019-04-15,06:51:32,2,27,2,4.87,9.74,Credit Card,2,8461
305,2019-04-12,16:05:47,4,99,1,12.69,12.69,Mobile Payment,9,8461
306,2019-04-10,02:13:53,2,47,1,9.39,9.39,Credit Card,4,8281
306,2019-04-12,03:34:48,3,79,2,2.15,4.3,Credit Card,5,8281
307,2019-04-21,22:47:46,1,2,3,5.99,17.97,Credit Card,3,0
307,2019-04-21,15:21:46,3,31,5,13.67,68.35,Cash,7,0
307,2019-04-09,01:39:06,3,57,2,12.76,25.52,Credit Card,9,0
308,2019-04-09,19:03:21,4,26,2,7.56,15.12,Cash,9,0
308,2019-04-22,01:54:12,5,26,4,10.21,40.84,Credit Card,2,0
309,2019-04-29,07:37:49,4,81,2,10.85,21.7,Mobile Payment,5,8446
309,2019-04-05,00:30:25,4,19,5,3.16,15.8,Mobile Payment,1,8446
310,2019-04-02,02:26:54,1,93,5,4.0,20.0,Mobile Payment,9,0
310,2019-04-09,08:47:58,1,75,3,9.32,27.96,Credit Card,6,0
311,2019-04-14,18:43:40,1,38,1,3.9,3.9,Mobile Payment,10,0
312,2019-04-18,15:41:52,1,37,2,9.86,19.72,Mobile Payment,3,0
312,2019-04-23,06:22:32,3,1,4,4.73,18.92,Cash,1,0
312,2019-04-16,20:52:29,1,80,1,13.98,13.98,Cash,2,0
313,2019-04-16,17:21:32,2,66,2,11.72,23.44,Cash,10,0
314,2019-04-19,09:15:01,3,58,2,7.58,15.16,Credit Card,4,8132
315,2019-04-07,08:06:16,2,39,5,7.13,35.65,Credit Card,2,0
315,2019-04-05,00:33:26,2,90,5,6.78,33.9,Cash,8,0
316,2019-04-28,01:54:07,3,73,5,10.12,50.6,Credit Card,4,0
316,2019-04-16,17:33:12,5,77,4,14.82,59.28,Credit Card,7,0
317,2019-04-04,05:33:09,3,79,1,4.46,4.46,Cash,3,0
317,2019-04-30,11:50:11,1,2,2,13.67,27.34,Mobile Payment,2,0
318,2019-04-15,21:07:31,3,82,1,4.14,4.14,Cash,3,0
318,2019-04-17,09:51:07,1,78,4,10.99,43.96,Cash,10,0
319,2019-04-30,11:33:44,5,18,1,13.25,13.25,Mobile Payment,10,8355
320,2019-04-18,04:24:30,3,93,5,3.4,17.0,Mobile Payment,3,0
320,2019-04-15,01:04:13,2,16,4,13.74,54.96,Cash,10,0
321,2019-04-19,18:35:42,4,52,2,3.86,7.72,Mobile Payment,4,0
322,2019-04-15,02:30:13,3,30,2,7.5,15.0,Cash,5,0
322,2019-04-21,18:10:10,2,66,4,13.06,52.24,Mobile Payment,7,0
323,2019-04-28,14:45:19,5,42,2,13.05,26.1,Mobile Payment,4,0
323,2019-04-13,15:54:28,5,26,3,4.87,14.61,Credit Card,10,0
324,2019-04-10,14:22:32,2,79,1,14.44,14.44,Credit Card,8,8387
324,2019-04-15,15:27:42,5,95,5,4.99,24.95,Mobile Payment,7,8387
325,2019-04-15,13:50:25,5,92,2,4.78,9.56,Cash,4,0
325,2019-04-18,17:29:01,5,64,3,2.54,7.62,Mobile Payment,10,0
326,2019-04-14,09:42:22,3,37,3,6.16,18.48,Cash,1,0
326,2019-04-06,04:06:09,1,14,1,9.49,9.49,Cash,4,0
327,2019-04-15,22:59:24,5,3,1,12.71,12.71,Credit Card,8,0
327,2019-04-13,01:15:34,2,17,4,12.12,48.48,Cash,3,0
327,2019-04-12,22:19:25,3,52,1,7.16,7.16,Credit Card,3,0
328,2019-04-18,15:45:47,3,98,1,5.67,5.67,Cash,2,8321
329,2019-04-24,03:12:14,2,99,2,12.51,25.02,Cash,10,0
329,2019-04-26,14:42:40,3,13,1,6.37,6.37,Mobile Payment,8,0
330,2019-04-25,21:04:46,5,84,5,9.73,48.65,Credit Card,4,8438
331,2019-04-04,03:50:28,4,42,5,7.4,37.0,Credit Card,5,0
331,2019-04-06,07:23:13,1,71,3,10.6,31.8,Cash,3,0
332,2019-04-10,14:13:29,1,3,4,2.81,11.24,Mobile Payment,7,0
333,2019-04-30,14:06:03,1,36,2,8.23,16.46,Mobile Payment,6,8498
333,2019-04-30,09:24:31,4,39,4,4.74,18.96,Cash,6,8498
334,2019-04-27,04:36:38,2,100,2,6.42,12.84,Cash,10,0
335,2019-04-05,13:26:16,4,37,5,2.49,12.45,Cash,2,0
336,2019-04-05,21:50:38,1,90,1,11.77,11.77,Credit Card,4,0
336,2019-04-19,07:30:36,4,35,2,9.67,19.34,Credit Card,5,0
337,2019-04-03,11:19:51,1,23,4,8.75,35.0,Credit Card,2,0
338,2019-04-06,17:54:29,3,14,2,9.78,19.56,Mobile Payment,9,8020
338,2019-04-29,08:31:47,3,85,5,11.68,58.4,Cash,7,8020
339,2019-04-26,04:45:50,5,10,2,12.22,24.44,Cash,5,0
339,2019-04-02,01:35:31,3,75,5,14.37,71.85,Cash,8,0
340,2019-04-07,15:01:41,4,4,4,7.25,29.0,Mobile Payment,10,8351
341,2019-04-16,20:37:32,5,42,2,7.92,15.84,Mobile Payment,6,0
341,2019-04-30,07:35:50,1,60,1,3.69,3.69,Credit Card,5,0
342,2019-04-16,01:41:28,5,48,4,8.39,33.56,Credit Card,3,0
343,2019-04-08,21:29:26,1,54,1,13.97,13.97,Credit Card,2,0
343,2019-04-01,18:16:41,5,4,3,6.16,18.48,Mobile Payment,7,0
344,2019-04-19,23:42:58,1,47,1,12.3,12.3,Mobile Payment,4,0
344,2019-04-22,14:14:53,3,36,3,2.8,8.4,Mobile Payment,2,0
345,2019-04-01,03:57:35,1,74,5,8.19,40.95,Credit Card,10,0
346,2019-04-02,16:13:23,1,2,5,9.63,48.15,Mobile Payment,6,0
347,2019-04-21,16:24:59,1,26,5,9.86,49.3,Cash,1,0
348,2019-04-03,04:13:35,2,65,5,14.73,73.65,Cash,1,0
349,2019-04-07,23:11:07,5,76,5,13.27,66.35,Mobile Payment,7,0
350,2019-04-08,19:36:39,3,81,4,3.7,14.8,Mobile Payment,3,0
351,2019-04-19,10:03:43,4,65,2,9.98,19.96,Mobile Payment,4,0
352,2019-04-30,14:31:36,5,8,5,5.44,27.2,Credit Card,1,0
353,2019-04-11,12:11:17,4,27,3,6.78,20.34,Credit Card,10,0
354,2019-04-20,23:24:22,5,91,5,13.49,67.45,Credit Card,4,0
355,2019-04-03,23:45:27,5,98,2,2.11,4.22,Credit Card,5,0
356,2019-04-28,14:51:13,2,30,5,14.36,71.8,Mobile Payment,10,0
357,2019-04-23,03:57:10,4,59,3,7.57,22.71,Mobile Payment,4,8473
357,2019-04-24,17:00:55,4,23,2,9.05,18.1,Credit Card,7,8473
358,2019-04-25,23:40:11,4,73,3,3.51,10.53,Cash,6,0
358,2019-04-29,15:49:38,5,37,3,2.8,8.4,Cash,2,0
359,2019-04-02,20:07:00,1,14,2,6.44,12.88,Cash,7,8153
360,2019-04-03,14:09:11,5,73,2,9.88,19.76,Cash,5,0
361,2019-04-29,06:43:29,3,81,5,8.37,41.85,Credit Card,5,0
361,2019-04-15,14:31:41,4,35,3,5.58,16.74,Mobile Payment,2,0
362,2019-04-06,13:04:54,3,11,5,6.72,33.6,Mobile Payment,10,0
363,2019-04-28,03:40:42,3,3,2,11.73,23.46,Mobile Payment,3,0
364,2019-04-23,00:17:27,5,60,2,4.77,9.54,Credit Card,3,8211
365,2019-04-15,15:10:22,4,67,2,11.42,22.84,Cash,10,0
366,2019-04-30,19:39:41,1,59,4,8.18,32.72,Cash,9,0
367,2019-04-01,09:46:50,4,89,1,10.93,10.93,Cash,6,0
368,2019-04-16,10:13:32,1,33,3,10.25,30.75,Mobile Payment,4,0
369,2019-04-06,07:46:10,3,84,5,9.88,49.4,Credit Card,5,0
370,2019-04-21,07:15:47,5,87,2,14.59,29.18,Mobile Payment,5,8427
370,2019-04-20,09:33:36,5,38,5,10.21,51.05,Mobile Payment,2,8427
371,2019-04-14,02:02:24,5,39,5,9.32,46.6,Credit Card,6,0
372,2019-04-25,03:03:32,2,85,4,13.94,55.76,Credit Card,9,0
372,2019-04-07,20:21:36,3,4,4,12.89,51.56,Cash,5,0
373,2019-04-03,07:51:39,5,12,5,12.96,64.8,Mobile Payment,3,0
374,2019-04-12,06:25:13,3,40,4,2.55,10.2,Cash,1,0
375,2019-04-19,05:51:45,2,65,4,12.38,49.52,Credit Card,8,8500
376,2019-04-26,19:32:45,5,1,5,3.01,15.05,Mobile Payment,8,0
376,2019-04-14,14:24:44,5,67,5,6.39,31.95,Cash,10,0
377,2019-04-11,17:16:56,1,51,1,8.59,8.59,Cash,3,0
377,2019-04-22,09:45:17,5,5,3,6.53,19.59,Credit Card,10,0
377,2019-04-29,18:11:23,3,92,4,12.5,50.0,Mobile Payment,8,0
378,2019-04-01,06:37:15,1,91,1,12.12,12.12,Cash,7,0
379,2019-04-09,07:17:38,1,1,4,4.2,16.8,Mobile Payment,4,0
380,2019-04-30,20:10:59,3,30,3,5.82,17.46,Credit Card,4,0
380,2019-04-30,20:30:06,1,57,5,13.97,69.85,Credit Card,4,0
381,2019-04-03,18:32:36,4,90,2,3.3,6.6,Mobile Payment,1,0
381,2019-04-21,20:58:46,3,79,4,4.32,17.28,Credit Card,9,0
382,2019-04-04,13:49:03,5,78,1,5.39,5.39,Mobile Payment,8,8256
382,2019-04-10,00:48:49,4,82,3,4.12,12.36,Cash,6,8256
383,2019-04-04,16:33:52,5,44,3,13.48,40.44,Cash,2,8498
384,2019-04-10,22:00:19,1,56,1,13.93,13.93,Cash,10,0
384,2019-04-03,08:09:59,4,95,1,8.84,8.84,Credit Card,9,0
385,2019-04-01,04:27:55,4,42,5,12.86,64.3,Cash,3,0
386,2019-04-12,09:14:54,4,97,2,6.95,13.9,Credit Card,8,8139
387,2019-04-02,16:29:10,1,57,3,13.75,41.25,Mobile Payment,3,0
388,2019-04-30,18:42:36,1,79,5,14.56,72.8,Mobile Payment,2,8224
388,2019-04-09,20:00:06,5,68,2,3.33,6.66,Cash,9,8224
389,2019-04-01,18:12:29,5,38,2,9.33,18.66,Credit Card,4,8217
390,2019-04-30,23:39:46,2,25,4,11.24,44.96,Credit Card,3,0
390,2019-04-13,14:02:14,5,10,3,12.27,36.81,Credit Card,4,0
391,2019-04-18,05:30:55,3,58,4,9.31,37.24,Mobile Payment,5,0
392,2019-04-27,16:19:19,2,37,4,10.2,40.8,Mobile Payment,2,0
392,2019-04-17,23:38:38,2,46,4,12.14,48.56,Cash,10,0
393,2019-04-25,05:44:55,3,7,2,14.69,29.38,Mobile Payment,9,0
394,2019-04-13,16:59:49,2,86,1,11.02,11.02,Cash,5,0
395,2019-04-07,19:37:24,3,52,5,7.4,37.0,Mobile Payment,4,8087
395,2019-04-01,22:05:20,4,95,5,11.98,59.9,Credit Card,8,8087
396,2019-04-02,15:23:53,3,18,2,3.3,6.6,Credit Card,1,8098
397,2019-04-28,09:02:13,4,1,5,9.26,46.3,Mobile Payment,5,0
398,2019-04-01,08:42:25,4,31,3,3.95,11.85,Mobile Payment,8,0
398,2019-04-11,07:42:24,2,41,2,8.81,17.62,Cash,4,0
399,2019-04-21,01:44:39,1,60,4,3.97,15.88,Credit Card,7,0
400,2019-04-17,08:38:07,3,37,2,6.71,13.42,Credit Card,8,0
401,2019-04-10,23:28:46,5,30,1,11.26,11.26,Cash,9,0
401,2019-04-26,18:13:07,1,87,4,6.61,26.44,Mobile Payment,3,0
402,2019-04-16,14:52:04,3,9,2,5.59,11.18,Credit Card,7,0
402,2019-04-11,09:59:43,3,36,5,4.89,24.45,Cash,10,0
403,2019-04-17,09:29:30,3,98,1,14.16,14.16,Cash,9,0
404,2019-04-11,09:46:09,5,26,2,14.77,29.54,Cash,6,0
405,2019-04-18,16:05:01,4,52,1,7.73,7.73,Cash,5,8129
405,2019-04-22,21:20:35,3,20,5,7.13,35.65,Mobile Payment,8,8129
406,2019-04-05,20:08:22,2,76,5,10.47,52.35,Mobile Payment,2,0
407,2019-04-14,06:28:36,3,11,4,3.08,12.32,Cash,10,0
408,2019-04-23,21:13:35,2,46,2,14.1,28.2,Mobile Payment,7,0
409,2019-04-09,19:41:47,4,43,2,9.09,18.18,Mobile Payment,4,0
409,2019-04-10,16:09:09,2,62,3,5.59,16.77,Cash,7,0
410,2019-04-27,09:02:36,5,75,1,13.83,13.83,Mobile Payment,9,0
411,2019-04-15,10:38:09,1,87,5,11.07,55.35,Credit Card,9,0
411,2019-04-26,13:06:06,5,82,3,9.4,28.2,Cash,4,0
412,2019-04-23,16:43:51,4,93,3,2.77,8.31,Cash,10,0
412,2019-04-06,20:01:30,5,60,3,7.2,21.6,Cash,7,0
413,2019-04-13,04:47:14,4,64,5,14.43,72.15,Cash,6,0
414,2019-04-06,16:26:56,3,60,3,9.73,29.19,Credit Card,5,0
415,2019-04-22,02:37:57,3,48,5,10.03,50.15,Cash,10,0
416,2019-04-21,14:28:57,5,95,2,10.4,20.8,Cash,9,0
417,2019-04-02,13:34:15,2,69,3,14.5,43.5,Credit Card,8,0
418,2019-04-17,09:57:44,4,24,5,6.09,30.45,Cash,6,0
419,2019-04-06,20:22:53,2,36,5,14.76,73.8,Credit Card,10,0
420,2019-04-14,23:13:22,3,51,4,10.43,41.72,Credit Card,9,0
421,2019-04-21,20:21:05,4,86,2,5.7,11.4,Mobile Payment,7,0
422,2019-04-04,09:00:20,2,22,3,14.66,43.98,Cash,10,0
423,2019-04-29,06:55:07,3,80,2,14.01,28.02,Cash,4,8411
424,2019-04-29,09:03:42,5,65,5,4.42,22.1,Cash,8,0
425,2019-04-20,22:53:19,4,6,2,12.84,25.68,Cash,1,8266
426,2019-04-20,02:14:59,2,90,5,6.57,32.85,Mobile Payment,1,0
426,2019-04-04,10:38:06,2,16,2,14.51,29.02,Cash,4,0
427,2019-04-29,02:30:42,2,99,4,13.74,54.96,Credit Card,10,0
428,2019-04-14,08:42:53,4,25,1,2.14,2.14,Credit Card,5,0
429,2019-04-12,06:35:17,1,60,5,10.02,50.1,Mobile Payment,10,8381
430,2019-04-13,00:50:12,2,50,1,6.69,6.69,Cash,3,0
431,2019-04-21,01:20:32,4,32,2,2.58,5.16,Cash,5,0
432,2019-04-19,01:59:53,4,6,2,6.34,12.68,Credit Card,7,0
433,2019-04-29,19:08:30,5,8,2,11.6,23.2,Credit Card,2,0
434,2019-04-12,13:03:25,5,100,2,11.78,23.56,Credit Card,2,0
435,2019-04-10,12:50:49,5,1,2,9.28,18.56,Cash,2,0
435,2019-04-30,21:39:18,5,81,4,8.19,32.76,Credit Card,2,0
436,2019-04-29,06:37:27,1,75,3,5.21,15.63,Credit Card,7,8436
436,2019-04-25,18:23:37,3,79,4,3.11,12.44,Mobile Payment,6,8436
437,2019-04-21,07:09:29,5,41,5,6.77,33.85,Credit Card,7,0
437,2019-04-30,09:24:23,2,38,3,11.04,33.12,Cash,1,0
438,2019-04-12,06:16:25,3,7,2,8.6,17.2,Credit Card,2,0
439,2019-04-18,05:54:59,4,14,3,7.72,23.16,Mobile Payment,3,0
440,2019-04-28,21:12:14,5,75,4,14.5,58.0,Credit Card,5,8341
441,2019-04-21,10:38:22,5,12,5,5.52,27.6,Cash,10,0
442,2019-04-14,03:19:23,5,19,4,12.07,48.28,Credit Card,5,0
442,2019-04-12,20:24:30,2,98,2,9.62,19.24,Mobile Payment,5,0
443,2019-04-10,22:10:43,1,81,4,7.69,30.76,Credit Card,1,0
443,2019-04-26,12:07:59,4,19,2,3.02,6.04,Cash,8,0
444,2019-04-27,02:18:14,2,30,2,2.95,5.9,Credit Card,8,0
444,2019-04-11,20:04:07,5,79,5,12.88,64.4,Mobile Payment,10,0
445,2019-04-18,15:02:33,5,8,4,8.76,35.04,Cash,3,8003
445,2019-04-30,06:07:00,5,46,3,4.83,14.49,Mobile Payment,3,8003
446,2019-04-28,21:16:47,4,14,5,11.19,55.95,Credit Card,5,0
446,2019-04-27,08:23:28,1,76,4,6.2,24.8,Mobile Payment,7,0
447,2019-04-24,01:32:54,4,39,5,3.88,19.4,Cash,10,0
448,2019-04-03,19:23:27,2,45,5,11.16,55.8,Credit Card,6,0
449,2019-04-17,16:09:20,4,40,3,2.75,8.25,Credit Card,7,0
450,2019-04-24,19:23:46,2,97,4,7.86,31.44,Mobile Payment,9,0
451,2019-04-12,01:29:47,5,79,3,10.11,30.33,Credit Card,6,0
452,2019-04-21,22:41:52,1,98,4,12.86,51.44,Mobile Payment,9,0
452,2019-04-26,15:38:51,2,77,5,6.76,33.8,Mobile Payment,4,0
453,2019-04-13,13:20:55,2,14,2,9.72,19.44,Mobile Payment,5,0
454,2019-04-11,06:59:36,4,2,1,2.75,2.75,Credit Card,9,0
454,2019-04-04,16:35:58,2,34,5,7.8,39.0,Cash,7,0
455,2019-04-23,05:48:57,1,99,4,9.12,36.48,Mobile Payment,9,8267
456,2019-04-06,16:51:24,4,18,1,7.69,7.69,Cash,10,0
456,2019-04-23,08:22:08,3,29,1,3.12,3.12,Cash,6,0
457,2019-04-06,22:54:09,1,8,2,7.2,14.4,Mobile Payment,3,8220
458,2019-04-20,05:20:53,2,27,1,13.89,13.89,Mobile Payment,8,8109
458,2019-04-28,02:51:49,1,62,3,12.86,38.58,Credit Card,1,8109
459,2019-04-22,03:02:33,2,8,3,7.81,23.43,Cash,6,8187
459,2019-04-27,17:16:06,5,97,5,9.32,46.6,Mobile Payment,5,8187
460,2019-04-19,08:21:18,2,15,5,4.75,23.75,Mobile Payment,3,0
461,2019-04-10,10:22:31,5,52,2,12.45,24.9,Credit Card,2,8442
462,2019-04-21,07:15:38,2,83,5,14.78,73.9,Cash,4,0
462,2019-04-08,10:08:08,5,81,2,14.98,29.96,Mobile Payment,10,0
463,2019-04-20,14:03:23,2,36,4,7.07,28.28,Credit Card,8,0
463,2019-04-03,12:17:54,3,7,2,5.92,11.84,Credit Card,6,0
464,2019-04-28,01:36:37,2,58,1,9.63,9.63,Credit Card,1,0
465,2019-04-25,14:24:55,5,57,4,14.1,56.4,Mobile Payment,5,0
466,2019-04-23,19:12:07,5,57,1,10.57,10.57,Credit Card,5,0
467,2019-04-07,17:49:55,4,40,2,11.81,23.62,Credit Card,9,8031
467,2019-04-10,06:31:01,3,34,3,13.92,41.76,Cash,3,8031
468,2019-04-28,16:36:57,4,22,1,14.1,14.1,Credit Card,9,0
469,2019-04-22,15:12:23,2,32,3,7.91,23.73,Cash,1,0
469,2019-04-11,09:22:37,2,51,3,14.35,43.05,Credit Card,5,0
470,2019-04-27,23:42:02,3,81,5,8.96,44.8,Mobile Payment,9,8046
471,2019-04-23,22:36:33,5,66,1,6.08,6.08,Mobile Payment,7,8112
471,2019-04-20,22:53:40,2,23,3,7.09,21.27,Cash,7,8112
472,2019-04-25,12:45:14,2,18,4,11.12,44.48,Mobile Payment,7,0
472,2019-04-20,06:20:49,3,38,5,3.55,17.75,Mobile Payment,2,0
473,2019-04-13,09:45:14,2,89,5,11.87,59.35,Credit Card,9,0
474,2019-04-09,16:48:13,5,15,4,11.18,44.72,Credit Card,1,0
475,2019-04-12,04:02:40,2,43,4,14.63,58.52,Cash,8,0
475,2019-04-25,02:08:25,3,58,4,12.53,50.12,Cash,2,0
476,2019-04-27,13:09:54,2,65,2,2.9,5.8,Cash,4,0
477,2019-04-07,22:33:14,3,90,1,10.36,10.36,Cash,6,0
8,2019-04-03,15:58:13,4,64,4,10.7,42.8,Cash,2,0
9,2019-04-22,18:35:47,5,28,2,9.43,18.86,Mobile Payment,3,0
11,2019-04-02,15:50:53,3,20,2,8.46,16.92,Cash,5,151
23,2019-04-03,03:09:46,2,28,3,10.41,31.23,Credit Card,8,0
26,2019-04-13,04:04:11,1,94,5,3.81,19.05,Credit Card,2,0
28,2019-04-10,11:32:26,2,73,4,7.34,29.36,Credit Card,1,17
31,2019-04-01,09:11:35,3,36,2,4.21,8.42,Mobile Payment,5,263
40,2019-04-03,08:25:12,4,94,5,12.17,60.85,Credit Card,9,0
40,2019-04-07,21:16:07,2,86,3,2.76,8.28,Cash,9,0
48,2019-04-04,23:36:24,5,96,2,10.26,20.52,Cash,6,622
49,2019-04-06,13:22:38,3,42,3,10.52,31.56,Cash,1,0
49,2019-04-05,21:00:15,1,32,3,12.2,36.6,Cash,10,0
49,2019-04-10,16:08:57,5,88,2,4.96,9.92,Credit Card,7,0
50,2019-04-06,09:04:49,1,84,4,14.63,58.52,Cash,6,0
54,2019-04-16,05:35:47,3,61,2,5.92,11.84,Mobile Payment,10,420
56,2019-04-25,10:01:57,5,87,4,5.53,22.12,Cash,1,0
56,2019-04-02,22:26:14,3,68,3,6.52,19.56,Mobile Payment,10,0
57,2019-04-04,04:25:11,1,89,2,5.41,10.82,Credit Card,1,0
65,2019-04-10,19:09:13,4,12,5,11.96,59.8,Credit Card,6,0
76,2019-04-21,01:16:57,1,38,5,5.48,27.4,Cash,10,0
76,2019-04-20,04:46:43,4,78,2,12.95,25.9,Mobile Payment,1,0
80,2019-04-10,13:18:20,4,76,1,12.65,12.65,Mobile Payment,8,0
82,2019-04-18,14:21:25,1,29,2,9.89,19.78,Cash,7,534
85,2019-04-05,21:05:09,4,32,4,12.86,51.44,Mobile Payment,3,0
88,2019-04-19,11:16:35,3,84,1,8.98,8.98,Mobile Payment,6,0
88,2019-04-01,10:58:08,3,92,5,3.87,19.35,Mobile Payment,9,0
89,2019-04-09,21:21:13,3,97,2,2.2,4.4,Mobile Payment,1,0
92,2019-04-30,06:46:43,2,99,4,11.58,46.32,Credit Card,5,0
95,2019-04-23,04:03:40,5,63,4,10.87,43.48,Mobile Payment,10,0
96,2019-04-28,05:03:08,2,66,1,2.09,2.09,Mobile Payment,2,0
97,2019-04-03,20:33:18,2,29,5,6.68,33.4,Cash,5,0
97,2019-04-02,12:28:11,3,1,2,9.9,19.8,Mobile Payment,8,0
97,2019-04-02,10:13:02,4,90,4,14.14,56.56,Cash,3,0
98,2019-04-06,00:26:13,2,89,2,2.4,4.8,Mobile Payment,6,0
102,2019-04-15,00:02:03,1,48,4,3.55,14.2,Cash,10,0
105,2019-04-08,15:41:07,3,44,1,10.01,10.01,Mobile Payment,10,0
105,2019-04-17,12:11:08,2,18,1,14.51,14.51,Mobile Payment,7,0
117,2019-04-15,12:40:46,1,14,3,11.42,34.26,Cash,4,0
117,2019-04-18,19:33:36,4,55,1,8.38,8.38,Credit Card,4,0
129,2019-04-18,11:11:21,2,55,3,3.34,10.02,Credit Card,5,0
129,2019-04-09,00:10:17,2,74,5,3.68,18.4,Credit Card,5,0
131,2019-04-05,16:38:52,1,97,2,11.4,22.8,Credit Card,8,0
132,2019-04-02,19:49:12,4,74,3,6.86,20.58,Mobile Payment,8,162
133,2019-04-13,04:13:27,5,79,3,12.87,38.61,Mobile Payment,9,0
135,2019-04-01,00:19:27,4,5,4,12.13,48.52,Cash,6,0
135,2019-04-21,06:08:51,1,4,5,5.15,25.75,Cash,5,0
136,2019-04-27,10:14:32,2,92,1,14.64,14.64,Cash,4,0
137,2019-04-11,04:39:16,1,31,3,4.05,12.15,Credit Card,5,0
137,2019-04-10,11:48:56,1,46,1,10.65,10.65,Mobile Payment,4,0
142,2019-04-29,09:57:44,1,68,4,11.33,45.32,Cash,1,0
142,2019-04-11,10:26:27,2,15,2,10.6,21.2,Cash,6,0
147,2019-04-23,19:43:22,2,85,4,14.22,56.88,Credit Card,2,0
157,2019-04-01,14:24:10,4,99,3,9.56,28.68,Mobile Payment,10,477
157,2019-04-26,11:16:44,3,94,2,10.18,20.36,Cash,5,477
157,2019-04-06,18:06:38,2,66,1,8.14,8.14,Mobile Payment,7,477
163,2019-04-14,15:40:28,1,85,1,5.84,5.84,Credit Card,3,573
165,2019-04-26,23:49:43,1,80,4,7.34,29.36,Credit Card,1,0
166,2019-04-01,03:49:40,2,1,3,2.31,6.93,Credit Card,1,0
179,2019-04-28,05:55:30,2,13,4,12.93,51.72,Mobile Payment,1,0
183,2019-04-15,14:01:46,3,99,5,4.48,22.4,Cash,6,0
184,2019-04-21,00:04:56,1,90,1,12.62,12.62,Mobile Payment,7,0
186,2019-04-18,12:39:04,1,74,5,7.67,38.35,Cash,4,0
201,2019-04-15,15:51:28,5,44,4,3.02,12.08,Credit Card,8,172
204,2019-04-27,09:48:24,2,82,1,9.98,9.98,Credit Card,4,0
207,2019-04-22,18:27:44,1,81,5,13.83,69.15,Cash,5,0
207,2019-04-18,15:52:57,5,93,3,4.27,12.81,Mobile Payment,9,0
213,2019-04-11,21:31:01,2,50,2,13.65,27.3,Credit Card,10,0
213,2019-04-16,09:14:47,3,30,4,5.63,22.52,Cash,8,0
213,2019-04-26,08:21:03,3,52,3,4.19,12.57,Mobile Payment,1,0
